測定局コード,測定局名称,住所,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,PM2.5,SP,WD,WS,TEMP,HUM,問い合わせ先,局種別
7481010,棚倉,東白川郡棚倉町大字棚倉字舘ヶ丘７３－４,×,×,×,×,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福島県,一般局
7541010,広野１,双葉郡広野町大字下北迫字岩作６７－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県,一般局
7542010,楢葉,双葉郡楢葉町大字下小塙字麦入３１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,福島県,一般局
7543010,富岡,双葉郡富岡町字夜の森南４丁目４２,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県,一般局
7546010,双葉,双葉郡双葉町大字新山字清戸迫１,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,福島県,一般局
7561020,新地１,相馬郡新地町谷地小屋字愛宕３７－２,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県,一般局
7563010,小高,南相馬市東町２丁目７８,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県,一般局
8201030,水戸石川,水戸市石川一丁目４０４３－８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県,一般局
8201040,水戸東部,水戸市元石川町２２９７－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県,一般局
8201510,水戸大工町,水戸市大工町１－６,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県,自排局
8202020,日立市役所,日立市宮田町１－４４－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8202050,日立多賀,日立市末広町１－２,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8202200,日立南部,日立市下土木内町６１７,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8203010,土浦保健所,土浦市下高津２－７－４６,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県,一般局
8203520,土浦中村南,土浦市中村南１丁目１４１３番地－１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,茨城県,自排局
8204010,古河保健所,古河市北町６－２２,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県,一般局
8205020,石岡杉並,石岡市杉並２－１－２,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8206020,筑西,筑西市二木成615,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8208010,竜ヶ崎保健所,龍ケ崎市光順田２９８３－１,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8210010,下妻,下妻市下妻乙２０９,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県,一般局
8211010,常総,常総市水海道森下町４４７４－２,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8212010,常陸太田,常陸太田市稲木町６６０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,茨城県,一般局
8213010,常陸那珂勝田,ひたちなか市東石川２－１０－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8214010,高萩本町,高萩市本町２－３７,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,茨城県,一般局
8215010,北茨城中郷,北茨城市中郷町上桜井５３－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県,一般局
8216010,笠間,笠間市石井７１７,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県,一般局
8217010,取手市役所,取手市大字寺田５１３９,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8220010,つくば高野,つくば市高野１１９７－２０,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,茨城県,一般局
8221010,ひたちなか,ひたちなか市市毛８２３－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8302010,東茨城大戸,東茨城郡茨城町大戸１７３７,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,茨城県,一般局
8341010,常陸那珂東海,那珂郡東海村照沼１１４５,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8342010,那珂,那珂市菅谷８９１－２,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8344010,大宮野中,常陸大宮市野中町３０８３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県,一般局
8402010,鉾田,鉾田市大字鉾田１３６７－３,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県,一般局
8405010,鹿島宮中,鹿嶋市城山２－２－１９,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県,一般局
8405020,鹿島高天原,鹿嶋市大字港ヶ丘２丁目１１５０－４１,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,茨城県,一般局
8406010,神栖下幡木,神栖市大字下幡木４１３０,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8406030,鹿島事務所,神栖市大野原４－７,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県,一般局
8406050,神栖消防,神栖市大字溝口字甲の池４９９１－５,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県,一般局
8406060,神栖一貫野,神栖市大字知手１００－３,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8406080,神栖横瀬,神栖市大字横瀬８６６－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県,一般局
8407010,波崎太田,神栖市大字須田２３４０－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県,一般局
8423040,潮来保健所,潮来市大字大洲１４４６－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県,一般局
8441010,江戸崎公民館,稲敷市江戸崎字大宿甲３２１３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8541010,古河市役所,古河市下大野谷地川２４５６,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県,一般局
8561510,守谷,守谷市大柏９３７－２,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県,自排局
9201060,雀宮中学校,宇都宮市雀宮７丁目２８番１６号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,宇都宮市,一般局
9201070,瑞穂野北小学校,宇都宮市下桑島町４６５,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市,一般局
9201080,細谷小学校,宇都宮市細谷１丁目４番３８号,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市,一般局
9201100,泉が丘小学校,宇都宮市泉が丘７－１２－１４,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,〇,×,宇都宮市,一般局
9201110,清原,宇都宮市上篭谷町１１４５,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市,一般局
9201120,中央,宇都宮市中央１－１－１３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,宇都宮市,一般局
9201570,大通り,宇都宮市馬場通り１－１－１１,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,宇都宮市,自排局
9201580,平出,宇都宮市平出町１２６０,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,栃木県,自排局
9202010,足利市役所,足利市本城３－２１４５,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9202520,足利市久保田公園,足利市久保田町923,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,栃木県,自排局
9203010,栃木市役所,栃木市入舟町７－２６,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,栃木県,一般局
9203030,栃木市藤岡公民館,栃木市藤岡町藤岡810,×,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,◯,◯,×,×,栃木県,一般局
9203520,栃木市平柳町交差点,栃木市平柳町２丁目,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,栃木県,自排局
9204020,県安蘇庁舎,佐野市堀米町607,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9205010,鹿沼市役所,鹿沼市今宮町１６８８－１,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9207010,日光市今市小学校,日光市今市５３１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9208010,小山市立大谷中学校,小山市横倉新田97,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9209010,真岡市役所,真岡市荒町５１９１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9211010,矢板市役所,矢板市本町５－４,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,栃木県,一般局
9211510,矢板市大谷津歩道橋,矢板市片岡字沢橋２１６６－３９,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,栃木県,自排局
9212010,那須塩原市黒磯保健センター,那須塩原市黒磯幸町８－１０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県,一般局
9216010,下野市南河内庁舎,下野市田中６８１－１,×,×,×,×,×,◯,◯,◯,◯,×,×,×,◯,◯,×,×,栃木県,一般局
9301010,上三川町役場,河内郡上三川町しらさぎ１－１,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,栃木県,一般局
9301510,上三川町上蒲生歩道橋,河内郡上三川町しらさぎ２－１－１１,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,栃木県,自排局
9304010,河内測定局,宇都宮市下岡本町２１４５番地１４,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市,一般局
9364010,野木町役場,下都賀郡野木町丸林６２９,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,栃木県,一般局
9383010,日光市役所藤原行政センター,日光市鬼怒川温泉大原1406-1,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,栃木県,一般局
9402010,県南那須庁舎,那須烏山市中央１－６－９２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,栃木県,一般局
10201060,前橋南局,前橋市六供町５００－２８ほか,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,前橋市,一般局
10201070,前橋東局,前橋市上泉町１７８,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,前橋市,一般局
10201510,国設前橋自動車交通環境測定所,前橋市元総社町３３５元総社第二団地先国道１７号,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,群馬県,自排局
10202010,高崎勤労ホーム駐車場,高崎市並榎町１１７－２０,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,群馬県,一般局
10203010,桐生市立東小学校,桐生市仲町２－４－２１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県,一般局
10203510,桐生自排局,桐生市広沢町６－４１１－２,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,自排局
10204030,伊勢崎市立南小学校,伊勢崎市上泉町３１０,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,群馬県,一般局
10204510,伊勢崎自排,伊勢崎市茂呂町２－２１６９－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,自排局
10205010,太田市立中央小学校,太田市飯田町１１６６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県,一般局
10205510,太田自排局,太田市飯塚町１６８４,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,自排局
10206010,沼田市立沼田小学校,沼田市西倉内町７４６,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,群馬県,一般局
10207010,館林市民センター,館林市仲町１４－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,群馬県,一般局
10207510,館林自排,館林市小桑原町９４９（地上）,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,自排局
10208010,渋川第１測定局,渋川市渋川４２６－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県,一般局
10208510,渋川自排,渋川市渋川１４１３－６,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,自排局
10210010,富岡市立富岡小学校,富岡市富岡１３５９,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県,一般局
10211010,安中第１測定,安中市野殿１０２６－４,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,群馬県,一般局
10211040,岩野谷公民館,安中市岩井６１７－１,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,群馬県,一般局
10211060,安中市立安中小学校,安中市安中３－１０－４３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,一般局
10211510,安中自排,安中市中宿７８３－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県,自排局
10423010,東吾妻町立東吾妻中学校,吾妻郡東吾妻町原町５２３０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県,一般局
10425010,嬬恋村運動公園,吾妻郡嬬恋村大笹１,◯,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県,一般局
10449010,みなかみ町カルチャーセンター,利根郡みなかみ町上牧１７３５,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,群馬県,一般局
10464010,県央水質浄化センター,佐波郡玉村町上之手１８４６－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,群馬県,一般局
11110010,さいたま市城南,さいたま市岩槻区大字笹久保577,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,さいたま市,一般局
11110510,さいたま市西原自排,さいたま市岩槻区大字岩槻３７５０,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,◯,◯,×,×,さいたま市,自排局
11201030,川越市高階,川越市砂新田１－１５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川越市,一般局
11201040,川越市川越,川越市宮下町２－７－４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川越市,一般局
11201050,川越市霞ケ関,川越市伊勢原町５－４－５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,川越市,一般局
11201510,川越市仙波,川越市仙波町４－１８－１５,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,〇,◯,川越市,自排局
11202040,熊谷,熊谷市宮町２－４７－１,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,埼玉県,一般局
11202510,熊谷肥塚自排,熊谷市肥塚５９６－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,自排局
11203030,川口市横曽根,川口市宮町１６－１,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,川口市,一般局
11203040,川口市南平,川口市川口市東領家2-27-1,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川口市,一般局
11203050,川口市新郷,川口市東本郷１３０１－１,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,川口市,一般局
11203060,川口市芝,川口市芝樋ノ爪２－９,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,川口市,一般局
11203510,川口市安行,川口市安行慈林３５６,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,◯,◯,×,×,川口市,自排局
11203530,川口市神根,川口市神戸４６１,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,川口市,自排局
11204010,さいたま市役所,さいたま市浦和区常盤６－４－４,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,さいたま市,一般局
11204040,さいたま市根岸,さいたま市南区根岸2-20-13,×,×,×,×,×,◯,×,×,×,◯,×,×,×,×,×,×,さいたま市,一般局
11204520,さいたま市曲本自排,さいたま市南区曲本1-21-1,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,さいたま市,自排局
11204530,さいたま市辻自排,さいたま市南区辻8-27-25,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,さいたま市,自排局
11205020,さいたま市宮原,さいたま市北区宮原町4-129,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,さいたま市,一般局
11205030,さいたま市春里,さいたま市見沼区小深作268-19,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,さいたま市,一般局
11205040,さいたま市指扇,さいたま市西区指扇4226,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,さいたま市,一般局
11205050,さいたま市片柳,さいたま市見沼区御蔵551,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,さいたま市,一般局
11205120,さいたま市大宮,さいたま市大宮区大門町３－３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,さいたま市,一般局
11205530,さいたま市三橋自排,さいたま市西区三橋5-190,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,さいたま市,自排局
11205540,さいたま市大和田自排,さいたま市見沼区東大宮1-100-1,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,さいたま市,自排局
11206020,行田,行田市長野２－３－１７,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11207010,秩父,秩父市日野田町１－１－４４,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11208060,所沢市東所沢,所沢市東所沢３－２２－８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,所沢市,一般局
11208070,所沢市北野,所沢市小手指南1-25-15,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,所沢市,一般局
11208090,所沢市中富,所沢市中富１６１４－２,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,所沢市,一般局
11208520,所沢市航空公園,所沢市並木1-13,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,〇,◯,所沢市,自排局
11208530,所沢市和ヶ原,所沢市和ヶ原1-175-7,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,所沢市,自排局
11209010,飯能,飯能市双柳75,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11210010,加須,加須市北小浜１０６０－１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,埼玉県,一般局
11211010,本庄,本庄市日の出4-2-45,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11212020,東松山,東松山市五領町８番地,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11212520,東松山岩鼻自排,東松山市松山１７２１－１,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,自排局
11213010,さいたま市岩槻,さいたま市岩槻区本町６－１８９－２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,さいたま市,一般局
11214030,春日部,春日部市谷原１－３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11214510,春日部増戸自排,春日部市増戸７２３－１,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,自排局
11215010,狭山,狭山市堀兼３６１,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11216010,羽生,羽生市藤井下組１１４,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11217010,鴻巣,鴻巣市中央１－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,埼玉県,一般局
11217510,鴻巣天神自排,鴻巣市天神１丁目１－７２,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,自排局
11218010,深谷,深谷市上野台５０８,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
11218510,深谷原郷自排,深谷市原郷８０,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,埼玉県,自排局
11219020,上尾,上尾市浅間台３－３５,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,埼玉県,一般局
